road_id,timestamp,hour,day_of_week,is_weekend,temperature_c,precipitation_mm,visibility_km,wind_speed_kmph,weather_condition,congestion_level
R57,2024-02-01 13:00:00,13,3,0,28.6,0.5,10.2,11.6,Clear,0.146
R58,2024-02-01 13:00:00,13,3,0,28.6,0.5,10.2,11.6,Clear,0.072
R59,2024-02-01 13:00:00,13,3,0,28.6,0.5,10.2,11.6,Clear,0.191
R0,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.206
R1,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.194
R2,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.144
R3,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.076
R4,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.146
R5,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.116
R6,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.196
R7,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.129
R8,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.128
R9,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.259
R10,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.19
R11,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.204
R12,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.124
R13,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.095
R14,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.203
R15,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.225
R16,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.086
R17,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.124
R18,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.104
R19,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.174
R20,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.204
R21,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.132
R22,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.131
R23,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.052
R24,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.102
R25,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.225
R26,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.175
R27,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.196
R28,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.132
R29,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.136
R30,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.151
R31,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.166
R32,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.219
R33,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.116
R34,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.143
R35,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.11
R36,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.052
R37,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.196
R38,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.237
R39,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.188
R40,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.162
R41,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.243
R42,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.173
R43,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.19
R44,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.157
R45,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.165
R46,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.143
R47,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.192
R48,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.095
R49,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.171
R50,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.107
R51,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.175
R52,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.27
R53,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.185
R54,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.209
R55,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.195
R56,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.034
R57,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.143
R58,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.172
R59,2024-02-01 14:00:00,14,3,0,28.6,0.5,10.2,11.6,Clear,0.046
R0,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.136
R1,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.146
R2,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.088
R3,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.102
R4,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.217
R5,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.0
R6,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.164
R7,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.208
R8,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.149
R9,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.22
R10,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.129
R11,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.105
R12,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.15
R13,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.131
R14,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.121
R15,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.141
R16,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.11
R17,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.108
R18,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.094
R19,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.171
R20,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.1
R21,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.088
R22,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.096
R23,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.16
R24,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.183
R25,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.188
R26,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.161
R27,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.177
R28,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.147
R29,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.173
R30,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.172
R31,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.114
R32,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.096
R33,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.218
R34,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.156
R35,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.203
R36,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.095
R37,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.13
R38,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.081
R39,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.182
R40,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.119
R41,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.122
R42,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.248
R43,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.183
R44,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.183
R45,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.09
R46,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.057
R47,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.199
R48,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.038
R49,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.125
R50,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.109
R51,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.104
R52,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.128
R53,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.097
R54,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.089
R55,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.163
R56,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.203
R57,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.063
R58,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.16
R59,2024-02-01 15:00:00,15,3,0,28.6,0.5,10.2,11.6,Clear,0.177
R0,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.172
R1,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.139
R2,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.12
R3,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.188
R4,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.167
R5,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.055
R6,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.139
R7,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.153
R8,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.095
R9,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.138
R10,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.175
R11,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.109
R12,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.162
R13,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.101
R14,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.088
R15,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.181
R16,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.209
R17,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.091
R18,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.198
R19,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.149
R20,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.039
R21,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.078
R22,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.18
R23,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.069
R24,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.119
R25,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.146
R26,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.172
R27,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.159
R28,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.228
R29,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.109
R30,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.155
R31,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.173
R32,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.186
R33,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.203
R34,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.128
R35,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.183
R36,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.104
R37,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.146
R38,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.175
R39,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.199
R40,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.179
R41,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.155
R42,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.146
R43,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.177
R44,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.259
R45,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.193
R46,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.169
R47,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.082
R48,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.108
R49,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.134
R50,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.196
R51,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.103
R52,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.182
R53,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.156
R54,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.168
R55,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.139
R56,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.12
R57,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.101
R58,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.181
R59,2024-02-01 16:00:00,16,3,0,28.6,0.5,10.2,11.6,Clear,0.146
R0,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.596
R1,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.661
R2,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.821
R3,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.64
R4,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.733
R5,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.521
R6,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.636
R7,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.698
R8,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.651
R9,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.618
R10,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.649
R11,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.699
R12,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.757
R13,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.703
R14,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.625
R15,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.638
R16,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.639
R17,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.607
R18,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.642
R19,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.636
R20,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.59
R21,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.692
R22,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.671
R23,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.618
R24,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.657
R25,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.602
R26,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.622
R27,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.684
R28,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.674
R29,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.624
R30,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.666
R31,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.646
R32,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.6
R33,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.642
R34,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.672
R35,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.665
R36,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.565
R37,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.658
R38,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.651
R39,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.555
R40,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.61
R41,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.675
R42,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.719
R43,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.568
R44,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.699
R45,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.556
R46,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.72
R47,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.638
R48,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.614
R49,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.668
R50,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.602
R51,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.676
R52,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.644
R53,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.459
R54,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.609
R55,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.66
R56,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.703
R57,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.667
R58,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.703
R59,2024-02-01 17:00:00,17,3,0,28.6,0.5,10.2,11.6,Clear,0.605
R0,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.686
R1,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.687
R2,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.568
R3,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.705
R4,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.666
R5,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.636
R6,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.635
R7,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.598
R8,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.682
R9,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.665
R10,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.679
R11,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.654
R12,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.66
R13,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.635
R14,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.704
R15,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.68
R16,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.659
R17,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.643
R18,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.562
R19,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.551
R20,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.632
R21,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.713
R22,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.615
R23,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.617
R24,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.601
R25,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.585
R26,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.604
R27,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.664
R28,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.625
R29,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.623
R30,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.619
R31,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.662
R32,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.67
R33,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.557
R34,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.612
R35,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.646
R36,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.672
R37,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.656
R38,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.691
R39,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.579
R40,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.671
R41,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.753
R42,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.652
R43,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.654
R44,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.676
R45,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.623
R46,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.603
R47,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.653
R48,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.567
R49,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.67
R50,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.678
R51,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.57
R52,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.658
R53,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.639
R54,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.724
R55,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.715
R56,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.692
R57,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.711
R58,2024-02-01 18:00:00,18,3,0,28.6,0.5,10.2,11.6,Clear,0.632
